Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2021,9,Alabama,85 years and over,,171,1205,101,58,0,214
2021,10,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,844,5600,577,333,4,1094
2021,10,Alabama,Under 1 year,,0,41,0,0,0,0
2021,10,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,10,Alabama,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,10,4,4,0,4
2021,10,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,73,4,4,0,4
2021,10,Alabama,25-34 years,,21,156,16,12,0,25
2021,10,Alabama,35-44 years,,51,243,32,23,0,60
2021,10,Alabama,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,113,422,61,42,4,133
2021,10,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,208,886,119,82,4,247
2021,10,Alabama,65-74 years,,208,1333,142,84,0,266
2021,10,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,139,1278,115,55,4,202
2021,10,Alabama,85 years and over,,98,1151,87,31,0,154
2021,11,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,299,5031,335,108,4,529
2021,11,Alabama,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,38,0,0,0,4
2021,11,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,11,Alabama,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,11,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,54,4,4,4,4
2021,11,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,114,4,4,0,4
2021,11,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,186,10,4,0,16
2021,11,Alabama,45-54 years,,43,336,24,15,0,52
2021,11,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,60,738,49,22,4,87
2021,11,Alabama,65-74 years,,77,1183,99,29,0,147
2021,11,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,65,1285,93,27,4,132
2021,11,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,36,1084,55,4,4,84
2021,12,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,317,5323,352,96,4,577
2021,12,Alabama,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,33,4,0,0,4
2021,12,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,10,4,0,0,4
2021,12,Alabama,5-14 years,,0,17,0,0,0,0
2021,12,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,62,0,0,0,4
2021,12,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,140,4,0,0,10
2021,12,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,19,221,4,4,0,25
2021,12,Alabama,45-54 years,,29,359,24,12,0,41
2021,12,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,63,782,59,19,4,105
2021,12,Alabama,65-74 years,,79,1189,86,26,0,139
2021,12,Alabama,75-84 years,,76,1304,87,23,0,140
2021,12,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,44,1206,80,14,4,112
2022,1,Alabama,All Ages,,1234,6695,674,399,14,1521
2022,1,Alabama,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,37,4,0,0,4
2022,1,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,1,Alabama,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,4,0,0,4
2022,1,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,72,4,4,4,4
2022,1,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,117,4,4,0,16
2022,1,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,29,190,11,4,4,34
2022,1,Alabama,45-54 years,,93,439,33,20,0,106
2022,1,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,242,1045,125,79,4,291
2022,1,Alabama,65-74 years,,295,1547,169,106,0,358
2022,1,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,330,1718,186,111,4,409
2022,1,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,227,1515,139,71,4,296
2022,2,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1257,5964,675,447,4,1489
2022,2,Alabama,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,23,4,0,0,4
2022,2,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,2,Alabama,5-14 years,,0,11,0,0,0,0
2022,2,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,61,4,4,0,4
2022,2,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,126,4,4,0,4
2022,2,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,171,4,4,4,20
2022,2,Alabama,45-54 years,,71,384,39,24,0,86
2022,2,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,203,850,93,66,4,230
2022,2,Alabama,65-74 years,,360,1381,191,133,0,418
2022,2,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,348,1562,211,140,4,421
2022,2,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,249,1388,124,75,4,299
2022,3,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,382,5010,354,137,4,606
2022,3,Alabama,Under 1 year,,0,30,0,0,0,0
2022,3,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,3,Alabama,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,3,Alabama,15-24 years,,0,39,0,0,0,0
2022,3,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,125,4,4,0,4
2022,3,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,190,10,4,0,12
2022,3,Alabama,45-54 years,,23,309,24,13,0,34
2022,3,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,69,750,60,26,4,104
2022,3,Alabama,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,105,1139,90,36,4,160
2022,3,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,121,1312,105,40,4,189
2022,3,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,58,1103,63,19,4,104
2022,4,Alabama,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,90,4554,214,16,4,290
2022,4,Alabama,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,40,4,0,0,4
2022,4,Alabama,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,4,Alabama,5-14 years,,0,12,0,0,0,0
2022,4,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,58,4,0,0,4
2022,4,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,113,4,4,4,4
2022,4,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,190,4,0,0,4
2022,4,Alabama,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,302,11,0,0,13
2022,4,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,636,29,4,0,43
2022,4,Alabama,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,25,1040,58,4,0,79
2022,4,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,22,1111,68,4,0,86
2022,4,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,21,1043,40,4,4,58
2022,5,Alabama,All Ages,,65,4613,221,15,0,271
2022,5,Alabama,Under 1 year,,0,32,0,0,0,0
2022,5,Alabama,1-4 years,,0,12,0,0,0,0
2022,5,Alabama,5-14 years,,0,16,0,0,0,0
2022,5,Alabama,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,53,4,0,0,4
2022,5,Alabama,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,131,4,0,0,4
2022,5,Alabama,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,195,4,0,0,4
2022,5,Alabama,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,303,10,4,0,13
2022,5,Alabama,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,636,35,4,0,40
2022,5,Alabama,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,13,1052,59,4,0,70
2022,5,Alabama,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,1156,60,4,0,72
2022,5,Alabama,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,17,1027,46,4,0,62
2022,6,Alabama,All Ages,,112,4618,219,31,0,300
2022,6,Alabama,Under 1 year,,0,27,0,0,0,0
